airbnb_listing_id,segmento_prioritario,bairro,tipo,quartos,diaria_mediana,n_datas,numero_reviews,reviews_ano,star_rating,is_guest_favorite,is_superhost,is_professional,can_instant_book,cleaning_fee,n_guests,n_beds,maturidade_anos
11044577,centro|apartamento|1,centro,apartamento,1,378.0,55.0,26,97.90206185567011,4.380000114440918,False,False,False,True,306.0,4,1,0.2655715263518138
53314692,centro|apartamento|1,centro,apartamento,1,721.66665,60.0,19,71.54381443298969,4.579999923706055,False,False,False,True,250.0,5,1,0.2655715263518138
1269636598524749154,centro|apartamento|1,centro,apartamento,1,373.75,76.0,9,47.641304347826086,4.21999979019165,False,False,True,True,190.0,3,1,0.188911704312115
1208757855935244741,centro|apartamento|1,centro,apartamento,1,374.5,82.0,0,0.0,,False,False,True,True,150.0,2,1,0.28473648186173856
28410850,centro|apartamento|1,centro,apartamento,1,499.0,76.0,62,233.45876288659795,4.849999904632568,False,False,False,True,0.0,2,1,0.2655715263518138
1219597802580113056,centro|apartamento|1,centro,apartamento,1,624.0,78.0,6,21.072115384615383,4.829999923706055,False,False,True,True,190.0,4,2,0.28473648186173856
1280559161534348023,centro|apartamento|1,centro,apartamento,1,607.0,86.0,0,0.0,,False,False,True,True,190.0,4,2,0.15058179329226556
1208746927423730353,centro|apartamento|1,centro,apartamento,1,374.0,79.0,1,20.0,5.0,False,False,True,True,150.0,2,1,0.0
1263128865886946817,centro|apartamento|1,centro,apartamento,1,607.0,93.0,1,4.400602409638554,5.0,False,False,True,True,170.0,2,1,0.2272416153319644
1233994658216308874,centro|apartamento|1,centro,apartamento,1,374.5,61.0,16,320.0,4.380000114440918,False,False,True,True,180.0,3,2,0.0
1264729892004302735,centro|apartamento|1,centro,apartamento,1,450.0,35.0,0,0.0,,False,False,False,False,190.0,4,2,0.2272416153319644
1269623861253689862,centro|apartamento|1,centro,apartamento,1,396.0,65.0,3,15.880434782608695,5.0,False,False,True,True,190.0,3,1,0.188911704312115
1207881809440158991,centro|apartamento|1,centro,apartamento,1,427.0,92.0,1,3.5120192307692304,5.0,False,False,True,True,150.0,2,1,0.28473648186173856
1307990676918354925,centro|apartamento|1,centro,apartamento,1,607.0,87.0,3,60.0,4.670000076293945,False,False,True,True,190.0,4,2,0.0
21545686,centro|apartamento|2,centro,apartamento,2,269.0,72.0,92,346.42268041237116,4.760000228881836,False,True,False,True,120.0,5,3,0.2655715263518138
1219655958873769070,centro|apartamento|2,centro,apartamento,2,693.0,84.0,16,56.192307692307686,4.5,False,False,True,True,240.0,6,3,0.28473648186173856
32766950,centro|apartamento|2,centro,apartamento,2,300.0,48.0,11,3.6624886052871464,4.820000171661377,False,False,False,False,250.0,6,4,3.0034223134839153
22648075,centro|apartamento|2,centro,apartamento,2,348.0,65.0,16,4.973617021276596,5.0,False,False,False,False,150.0,6,5,3.216974674880219
1085437829031467755,centro|apartamento|2,centro,apartamento,2,583.3333,45.0,1,3.7654639175257736,5.0,False,False,False,False,200.0,6,2,0.2655715263518138
1193496259129259761,centro|apartamento|2,centro,apartamento,2,762.91665,86.0,13,260.0,4.769999980926514,False,False,True,True,240.0,6,3,0.0
47421617,centro|apartamento|2,centro,apartamento,2,370.0,36.0,7,26.358247422680414,4.710000038146973,False,False,False,False,260.0,5,4,0.2655715263518138
31682871,centro|apartamento|2,centro,apartamento,2,290.0,41.0,59,222.16237113402065,4.679999828338623,False,True,False,False,180.0,5,3,0.2655715263518138
1153493820067017135,centro|apartamento|2,centro,apartamento,2,389.75,57.0,4,10.006849315068493,5.0,False,False,True,True,357.0,4,3,0.3997262149212868
1182040498646675653,centro|apartamento|2,centro,apartamento,2,635.5,66.0,2,5.0034246575342465,5.0,False,False,True,True,240.0,6,3,0.3997262149212868
1226856286781952840,centro|apartamento|2,centro,apartamento,2,735.5,86.0,12,240.0,4.579999923706055,False,False,True,True,220.0,5,3,0.0
48941838,centro|apartamento|2,centro,apartamento,2,370.0,46.0,25,7.771276595744681,4.480000019073486,False,False,False,False,180.0,6,3,3.216974674880219
30332330,centro|apartamento|2,centro,apartamento,2,350.0,56.0,57,17.718510638297875,4.670000076293945,False,False,False,False,150.0,6,4,3.216974674880219
52059007,centro|apartamento|2,centro,apartamento,2,1000.0,105.0,1,3.7654639175257736,5.0,False,False,False,False,50.0,6,2,0.2655715263518138
978410400232267791,centro|apartamento|2,centro,apartamento,2,400.0,31.0,5,3.788900414937759,5.0,False,False,False,False,250.0,6,4,1.319644079397673
47402735,centro|apartamento|2,centro,apartamento,2,399.0,66.0,6,22.592783505154642,5.0,False,False,False,True,610.0,6,5,0.2655715263518138
1238321506456103932,centro|apartamento|2,centro,apartamento,2,698.0,76.0,9,31.608173076923073,4.670000076293945,False,False,True,True,240.0,6,3,0.28473648186173856
1285538056394050628,centro|apartamento|2,centro,apartamento,2,990.0,97.0,3,19.922727272727272,4.670000076293945,False,False,True,True,240.0,7,5,0.15058179329226556
762916089194134311,centro|apartamento|2,centro,apartamento,2,1000.0,104.0,3,11.296391752577321,5.0,False,False,False,False,170.0,5,3,0.2655715263518138
22514231,centro|apartamento|2,centro,apartamento,2,300.0,36.0,34,128.0257731958763,4.820000171661377,False,False,False,True,250.0,6,2,0.2655715263518138
1262982199583014782,centro|apartamento|2,centro,apartamento,2,770.0,83.0,9,39.605421686746986,4.670000076293945,False,False,True,True,240.0,6,3,0.2272416153319644
1226846054624436877,centro|apartamento|2,centro,apartamento,2,727.0,93.0,7,24.584134615384613,4.860000133514404,False,False,True,True,240.0,6,3,0.28473648186173856
1292815457899461748,centro|apartamento|2,centro,apartamento,2,684.08335,72.0,4,54.111111111111114,5.0,False,False,True,True,240.0,4,2,0.07392197125256673
999226382307972271,morretes|apartamento|2,morretes,apartamento,2,400.0,85.0,16,13.103139013452916,4.809999942779541,False,True,False,False,200.0,5,2,1.2210814510609171
731853350375474350,morretes|apartamento|2,morretes,apartamento,2,700.0,34.0,10,4.58856783919598,5.0,False,False,False,False,150.0,6,3,2.1793292265571527
1274533646308060247,morretes|apartamento|2,morretes,apartamento,2,644.0,86.0,4,21.17391304347826,5.0,False,False,True,True,369.0,4,2,0.188911704312115
40023421,morretes|apartamento|2,morretes,apartamento,2,500.0,99.0,11,41.420103092783506,4.730000019073486,False,False,False,False,280.0,6,3,0.2655715263518138
1125970477826966385,morretes|apartamento|2,morretes,apartamento,2,590.25,68.0,10,13.091397849462366,4.599999904632568,False,False,True,True,400.0,4,2,0.7638603696098563
675242237586865339,morretes|apartamento|2,morretes,apartamento,2,465.0,77.0,6,2.4875141884222476,5.0,False,True,False,False,250.0,6,3,2.412046543463381
1048804459244346908,morretes|apartamento|2,morretes,apartamento,2,700.0,82.0,27,26.158488063660474,4.699999809265137,False,False,False,False,100.0,6,4,1.0321697467488022
53915734,morretes|apartamento|2,morretes,apartamento,2,513.0,64.0,95,31.630583409298083,4.75,False,True,True,False,300.0,4,3,3.0034223134839153
1184078920130796920,morretes|apartamento|2,morretes,apartamento,2,407.5,70.0,11,27.518835616438356,5.0,False,True,True,True,290.0,4,2,0.3997262149212868
1060712994513047104,morretes|apartamento|2,morretes,apartamento,2,420.0,78.0,10,10.902985074626866,4.900000095367432,False,True,False,True,250.0,5,3,0.917180013689254
38899673,morretes|apartamento|2,morretes,apartamento,2,710.0,78.0,7,2.175957446808511,5.0,False,False,False,False,245.0,4,2,3.216974674880219
681139047695558927,morretes|apartamento|2,morretes,apartamento,2,219.0,47.0,22,9.387266355140188,4.730000019073486,False,False,False,True,260.0,4,2,2.3436002737850785
1272260793182499350,morretes|apartamento|2,morretes,apartamento,2,582.0,45.0,2,13.281818181818183,5.0,False,False,False,False,250.0,5,2,0.15058179329226556
1254384361135492137,morretes|apartamento|2,morretes,apartamento,2,653.0,86.0,4,15.061855670103094,4.5,False,False,True,True,369.0,4,2,0.2655715263518138
1199996219082185363,morretes|apartamento|2,morretes,apartamento,2,200.0,65.0,12,30.02054794520548,4.670000076293945,False,False,,,0.0,5,2,0.3997262149212868
8838629,morretes|apartamento|3,morretes,apartamento,3,650.0,66.0,88,27.35489361702128,4.699999809265137,False,True,True,True,200.0,15,11,3.216974674880219
52266549,morretes|apartamento|3,morretes,apartamento,3,700.0,77.0,14,4.6613491340018225,4.789999961853027,False,False,False,False,300.0,8,7,3.0034223134839153
46530405,morretes|apartamento|3,morretes,apartamento,3,1043.0,83.0,41,21.301920341394027,4.849999904632568,False,False,False,False,520.0,8,3,1.9247091033538672
48526011,morretes|casa|(todos quartos),morretes,casa,3,500.0,65.0,17,64.01288659793815,4.880000114440918,False,False,False,False,300.0,10,3,0.2655715263518138
1057964852411462810,morretes|casa|(todos quartos),morretes,casa,2,300.0,77.0,13,12.594827586206897,4.690000057220459,False,True,False,False,200.0,5,3,1.0321697467488022
1268889705366032062,morretes|casa|(todos quartos),morretes,casa,2,1000.0,65.0,0,0.0,,False,False,False,False,0.0,6,3,0.188911704312115
22421606,morretes|casa|(todos quartos),morretes,casa,2,361.0,47.0,27,101.66752577319589,4.849999904632568,False,False,False,False,100.0,11,8,0.2655715263518138
1008029204257210230,morretes|casa|(todos quartos),morretes,casa,2,320.1875,68.0,4,15.061855670103094,5.0,False,False,False,False,150.0,4,2,0.2655715263518138
22421421,morretes|casa|(todos quartos),morretes,casa,2,347.0,56.0,4,1.243404255319149,4.5,False,False,False,False,100.0,11,5,3.216974674880219
1124052077567202180,morretes|casa|(todos quartos),morretes,casa,4+,700.0,20.0,3,4.134905660377358,5.0,False,False,False,False,400.0,16,10,0.7255304585900069
1045077329214831775,morretes|casa|(todos quartos),morretes,casa,2,800.0,31.0,1,3.7654639175257736,5.0,False,True,False,True,160.0,8,2,0.2655715263518138
